alias	chrom	source
HSCHR3_5_CTG3	chr3_KI270934v1_alt	assembly
KI270934.1	chr3_KI270934v1_alt	genbank
NT_187688.1	chr3_KI270934v1_alt	refseq
HSCHR3_6_CTG3	chr3_KI270935v1_alt	assembly
KI270935.1	chr3_KI270935v1_alt	genbank
NT_187689.1	chr3_KI270935v1_alt	refseq
HSCHR3_7_CTG3	chr3_KI270936v1_alt	assembly
KI270936.1	chr3_KI270936v1_alt	genbank
NT_187690.1	chr3_KI270936v1_alt	refseq
HSCHR3_8_CTG3	chr3_KI270937v1_alt	assembly
KI270937.1	chr3_KI270937v1_alt	genbank
NT_187691.1	chr3_KI270937v1_alt	refseq
HG2066_PATCH	chr3_KN196475v1_fix	assembly
KN196475.1	chr3_KN196475v1_fix	genbank
NW_009646197.1	chr3_KN196475v1_fix	refseq
HG2022_PATCH	chr3_KN196476v1_fix	assembly
KN196476.1	chr3_KN196476v1_fix	genbank
NW_009646198.1	chr3_KN196476v1_fix	refseq
HG126_PATCH	chr3_KN538364v1_fix	assembly
KN538364.1	chr3_KN538364v1_fix	genbank
NW_011332691.1	chr3_KN538364v1_fix	refseq
HG2235_PATCH	chr3_KQ031385v1_fix	assembly
KQ031385.1	chr3_KQ031385v1_fix	genbank
NW_012132916.1	chr3_KQ031385v1_fix	refseq
HG2237_PATCH	chr3_KQ031386v1_fix	assembly
KQ031386.1	chr3_KQ031386v1_fix	genbank
NW_012132917.1	chr3_KQ031386v1_fix	refseq
HG2236_PATCH	chr3_KV766192v1_fix	assembly
KV766192.1	chr3_KV766192v1_fix	genbank
NW_017363813.1	chr3_KV766192v1_fix	refseq
HSCHR3_4_CTG1	chr3_KZ208909v1_alt	assembly
KZ208909.1	chr3_KZ208909v1_alt	genbank
NW_018654711.1	chr3_KZ208909v1_alt	refseq
HSCHR3_7_CTG2_1	chr3_KZ559101v1_alt	assembly
KZ559101.1	chr3_KZ559101v1_alt	genbank
NW_019805488.1	chr3_KZ559101v1_alt	refseq
HSCHR3_8_CTG2_1	chr3_KZ559102v1_alt	assembly
KZ559102.1	chr3_KZ559102v1_alt	genbank
NW_019805489.1	chr3_KZ559102v1_alt	refseq
HSCHR3_9_CTG2_1	chr3_KZ559103v1_alt	assembly
KZ559103.1	chr3_KZ559103v1_alt	genbank
NW_019805490.1	chr3_KZ559103v1_alt	refseq
HG2133_PATCH	chr3_KZ559104v1_fix	assembly
KZ559104.1	chr3_KZ559104v1_fix	genbank
NW_019805491.1	chr3_KZ559104v1_fix	refseq
HSCHR3_6_CTG2_1	chr3_KZ559105v1_alt	assembly
KZ559105.1	chr3_KZ559105v1_alt	genbank
NW_019805492.1	chr3_KZ559105v1_alt	refseq
4	chr4	assembly,ensembl
CM000666.2	chr4	genbank
NC_000004.12	chr4	refseq
GL000008.2	chr4_GL000008v2_random	ensembl,genbank
HSCHR4_RANDOM_CTG4	chr4_GL000008v2_random	assembly
NT_113793.3	chr4_GL000008v2_random	refseq
GL000257.2	chr4_GL000257v2_alt	genbank
HSCHR4_1_CTG9	chr4_GL000257v2_alt	assembly
NT_167250.2	chr4_GL000257v2_alt	refseq
GL383527.1	chr4_GL383527v1_alt	genbank
HSCHR4_1_CTG12	chr4_GL383527v1_alt	assembly
NW_003315914.1	chr4_GL383527v1_alt	refseq
GL383528.1	chr4_GL383528v1_alt	genbank
HSCHR4_1_CTG6	chr4_GL383528v1_alt	assembly
NW_003315915.1	chr4_GL383528v1_alt	refseq
HSCHR4_2_CTG12	chr4_KI270785v1_alt	assembly
KI270785.1	chr4_KI270785v1_alt	genbank
NT_187542.1	chr4_KI270785v1_alt	refseq
HSCHR4_3_CTG12	chr4_KI270786v1_alt	assembly
KI270786.1	chr4_KI270786v1_alt	genbank
NT_187543.1	chr4_KI270786v1_alt	refseq
HSCHR4_1_CTG8_1	chr4_KI270787v1_alt	assembly
KI270787.1	chr4_KI270787v1_alt	genbank
NT_187541.1	chr4_KI270787v1_alt	refseq
HSCHR4_4_CTG12	chr4_KI270788v1_alt	assembly
KI270788.1	chr4_KI270788v1_alt	genbank
NT_187544.1	chr4_KI270788v1_alt	refseq
HSCHR4_5_CTG12	chr4_KI270789v1_alt	assembly
KI270789.1	chr4_KI270789v1_alt	genbank
NT_187545.1	chr4_KI270789v1_alt	refseq
HSCHR4_1_CTG4	chr4_KI270790v1_alt	assembly
KI270790.1	chr4_KI270790v1_alt	genbank
NT_187540.1	chr4_KI270790v1_alt	refseq
HSCHR4_6_CTG12	chr4_KI270896v1_alt	assembly
KI270896.1	chr4_KI270896v1_alt	genbank
NT_187650.1	chr4_KI270896v1_alt	refseq
HSCHR4_7_CTG12	chr4_KI270925v1_alt	assembly
KI270925.1	chr4_KI270925v1_alt	genbank
NT_187679.1	chr4_KI270925v1_alt	refseq
HSCHR4_2_CTG4	chr4_KQ090013v1_alt	assembly
KQ090013.1	chr4_KQ090013v1_alt	genbank
NW_013171799.1	chr4_KQ090013v1_alt	refseq
HSCHR4_8_CTG12	chr4_KQ090014v1_alt	assembly
KQ090014.1	chr4_KQ090014v1_alt	genbank
NW_013171800.1	chr4_KQ090014v1_alt	refseq
HSCHR4_9_CTG12	chr4_KQ090015v1_alt	assembly
KQ090015.1	chr4_KQ090015v1_alt	genbank
NW_013171801.1	chr4_KQ090015v1_alt	refseq
HG2023_PATCH	chr4_KQ983257v1_fix	assembly
KQ983257.1	chr4_KQ983257v1_fix	genbank
NW_015495300.1	chr4_KQ983257v1_fix	refseq
HSCHR4_11_CTG12	chr4_KQ983258v1_alt	assembly
KQ983258.1	chr4_KQ983258v1_alt	genbank
NW_015495301.1	chr4_KQ983258v1_alt	refseq
HSCHR4_12_CTG12	chr4_KV766193v1_alt	assembly
KV766193.1	chr4_KV766193v1_alt	genbank
NW_017363814.1	chr4_KV766193v1_alt	refseq
5	chr5	assembly,ensembl
CM000667.2	chr5	genbank
NC_000005.10	chr5	refseq
GL000208.1	chr5_GL000208v1_random	ensembl,genbank
HSCHR5_RANDOM_CTG1	chr5_GL000208v1_random	assembly
NT_113948.1	chr5_GL000208v1_random	refseq
GL339449.2	chr5_GL339449v2_alt	genbank
HSCHR5_2_CTG1_1	chr5_GL339449v2_alt	assembly
NW_003315917.2	chr5_GL339449v2_alt	refseq
GL383530.1	chr5_GL383530v1_alt	genbank
HSCHR5_3_CTG1_1	chr5_GL383530v1_alt	assembly
NW_003315918.1	chr5_GL383530v1_alt	refseq
GL383531.1	chr5_GL383531v1_alt	genbank
HSCHR5_1_CTG5	chr5_GL383531v1_alt	assembly
NW_003315919.1	chr5_GL383531v1_alt	refseq
GL383532.1	chr5_GL383532v1_alt	genbank
HSCHR5_1_CTG1	chr5_GL383532v1_alt	assembly
NW_003315920.1	chr5_GL383532v1_alt	refseq
GL949742.1	chr5_GL949742v1_alt	genbank
HSCHR5_2_CTG1	chr5_GL949742v1_alt	assembly
NW_003571036.1	chr5_GL949742v1_alt	refseq
HSCHR5_3_CTG1	chr5_KI270791v1_alt	assembly
KI270791.1	chr5_KI270791v1_alt	genbank
NT_187547.1	chr5_KI270791v1_alt	refseq
HSCHR5_4_CTG1	chr5_KI270792v1_alt	assembly
KI270792.1	chr5_KI270792v1_alt	genbank
NT_187548.1	chr5_KI270792v1_alt	refseq
HSCHR5_5_CTG1	chr5_KI270793v1_alt	assembly
KI270793.1	chr5_KI270793v1_alt	genbank
NT_187550.1	chr5_KI270793v1_alt	refseq
HSCHR5_6_CTG1	chr5_KI270794v1_alt	assembly
KI270794.1	chr5_KI270794v1_alt	genbank
NT_187551.1	chr5_KI270794v1_alt	refseq
HSCHR5_2_CTG5	chr5_KI270795v1_alt	assembly
KI270795.1	chr5_KI270795v1_alt	genbank
NT_187546.1	chr5_KI270795v1_alt	refseq
HSCHR5_4_CTG1_1	chr5_KI270796v1_alt	assembly
KI270796.1	chr5_KI270796v1_alt	genbank
NT_187549.1	chr5_KI270796v1_alt	refseq
HSCHR5_1_CTG1_1	chr5_KI270897v1_alt	assembly
KI270897.1	chr5_KI270897v1_alt	genbank
NT_187651.1	chr5_KI270897v1_alt	refseq
HSCHR5_3_CTG5	chr5_KI270898v1_alt	assembly
KI270898.1	chr5_KI270898v1_alt	genbank
NT_187652.1	chr5_KI270898v1_alt	refseq
HSCHR5_7_CTG1	chr5_KN196477v1_alt	assembly
KN196477.1	chr5_KN196477v1_alt	genbank
NW_009646199.1	chr5_KN196477v1_alt	refseq
HSCHR5_8_CTG1	chr5_KV575243v1_alt	assembly
KV575243.1	chr5_KV575243v1_alt	genbank
NW_016107297.1	chr5_KV575243v1_alt	refseq
HG30_PATCH	chr5_KV575244v1_fix	assembly
KV575244.1	chr5_KV575244v1_fix	genbank
NW_016107298.1	chr5_KV575244v1_fix	refseq
HSCHR5_9_CTG1	chr5_KZ208910v1_alt	assembly
KZ208910.1	chr5_KZ208910v1_alt	genbank
NW_018654712.1	chr5_KZ208910v1_alt	refseq
6	chr6	assembly,ensembl
CM000668.2	chr6	genbank
NC_000006.12	chr6	refseq
GL000250.2	chr6_GL000250v2_alt	genbank
HSCHR6_MHC_APD_CTG1	chr6_GL000250v2_alt	assembly
NT_167244.2	chr6_GL000250v2_alt	refseq
GL000251.2	chr6_GL000251v2_alt	genbank
HSCHR6_MHC_COX_CTG1	chr6_GL000251v2_alt	assembly
NT_113891.3	chr6_GL000251v2_alt	refseq
GL000252.2	chr6_GL000252v2_alt	genbank
HSCHR6_MHC_DBB_CTG1	chr6_GL000252v2_alt	assembly
NT_167245.2	chr6_GL000252v2_alt	refseq
GL000253.2	chr6_GL000253v2_alt	genbank
HSCHR6_MHC_MANN_CTG1	chr6_GL000253v2_alt	assembly
NT_167246.2	chr6_GL000253v2_alt	refseq
GL000254.2	chr6_GL000254v2_alt	genbank
HSCHR6_MHC_MCF_CTG1	chr6_GL000254v2_alt	assembly
NT_167247.2	chr6_GL000254v2_alt	refseq
GL000255.2	chr6_GL000255v2_alt	genbank
HSCHR6_MHC_QBL_CTG1	chr6_GL000255v2_alt	assembly
NT_167248.2	chr6_GL000255v2_alt	refseq
GL000256.2	chr6_GL000256v2_alt	genbank
HSCHR6_MHC_SSTO_CTG1	chr6_GL000256v2_alt	assembly
NT_167249.2	chr6_GL000256v2_alt	refseq
GL383533.1	chr6_GL383533v1_alt	genbank
HSCHR6_1_CTG2	chr6_GL383533v1_alt	assembly
NW_003315921.1	chr6_GL383533v1_alt	refseq
HSCHR6_1_CTG3	chr6_KB021644v2_alt	assembly
KB021644.2	chr6_KB021644v2_alt	genbank
NW_004166862.2	chr6_KB021644v2_alt	refseq
HSCHR6_8_CTG1	chr6_KI270758v1_alt	assembly
KI270758.1	chr6_KI270758v1_alt	genbank
NT_187692.1	chr6_KI270758v1_alt	refseq
HSCHR6_1_CTG4	chr6_KI270797v1_alt	assembly
KI270797.1	chr6_KI270797v1_alt	genbank
NT_187552.1	chr6_KI270797v1_alt	refseq
HSCHR6_1_CTG5	chr6_KI270798v1_alt	assembly
KI270798.1	chr6_KI270798v1_alt	genbank
NT_187553.1	chr6_KI270798v1_alt	refseq
HSCHR6_1_CTG6	chr6_KI270799v1_alt	assembly
KI270799.1	chr6_KI270799v1_alt	genbank
NT_187554.1	chr6_KI270799v1_alt	refseq
HSCHR6_1_CTG7	chr6_KI270800v1_alt	assembly
KI270800.1	chr6_KI270800v1_alt	genbank
NT_187555.1	chr6_KI270800v1_alt	refseq
HSCHR6_1_CTG8	chr6_KI270801v1_alt	assembly
KI270801.1	chr6_KI270801v1_alt	genbank
NT_187556.1	chr6_KI270801v1_alt	refseq
HSCHR6_1_CTG9	chr6_KI270802v1_alt	assembly
KI270802.1	chr6_KI270802v1_alt	genbank
NT_187557.1	chr6_KI270802v1_alt	refseq
HG2128_PATCH	chr6_KN196478v1_fix	assembly
KN196478.1	chr6_KN196478v1_fix	genbank
NW_009646200.1	chr6_KN196478v1_fix	refseq
HG1651_PATCH	chr6_KQ031387v1_fix	assembly
KQ031387.1	chr6_KQ031387v1_fix	genbank
NW_012132918.1	chr6_KQ031387v1_fix	refseq
HG2072_PATCH	chr6_KQ090016v1_fix	assembly
KQ090016.1	chr6_KQ090016v1_fix	genbank
NW_013171802.1	chr6_KQ090016v1_fix	refseq
HSCHR6_1_CTG10	chr6_KQ090017v1_alt	assembly
KQ090017.1	chr6_KQ090017v1_alt	genbank
NW_013171803.1	chr6_KQ090017v1_alt	refseq
HG2121_PATCH	chr6_KV766194v1_fix	assembly
KV766194.1	chr6_KV766194v1_fix	genbank
NW_017363815.1	chr6_KV766194v1_fix	refseq
HG2057_PATCH	chr6_KZ208911v1_fix	assembly
KZ208911.1	chr6_KZ208911v1_fix	genbank
NW_018654713.1	chr6_KZ208911v1_fix	refseq
7	chr7	assembly,ensembl
CM000669.2	chr7	genbank
NC_000007.14	chr7	refseq
GL383534.2	chr7_GL383534v2_alt	genbank
HSCHR7_1_CTG6	chr7_GL383534v2_alt	assembly
NW_003315922.2	chr7_GL383534v2_alt	refseq
HSCHR7_2_CTG6	chr7_KI270803v1_alt	assembly
KI270803.1	chr7_KI270803v1_alt	genbank
NT_187562.1	chr7_KI270803v1_alt	refseq
HSCHR7_1_CTG1	chr7_KI270804v1_alt	assembly
KI270804.1	chr7_KI270804v1_alt	genbank
NT_187558.1	chr7_KI270804v1_alt	refseq
HSCHR7_1_CTG7	chr7_KI270805v1_alt	assembly
KI270805.1	chr7_KI270805v1_alt	genbank
NT_187560.1	chr7_KI270805v1_alt	refseq
HSCHR7_1_CTG4_4	chr7_KI270806v1_alt	assembly
KI270806.1	chr7_KI270806v1_alt	genbank
NT_187559.1	chr7_KI270806v1_alt	refseq
HSCHR7_2_CTG7	chr7_KI270807v1_alt	assembly
KI270807.1	chr7_KI270807v1_alt	genbank
NT_187563.1	chr7_KI270807v1_alt	refseq
HSCHR7_3_CTG6	chr7_KI270808v1_alt	assembly
KI270808.1	chr7_KI270808v1_alt	genbank
NT_187564.1	chr7_KI270808v1_alt	refseq
HSCHR7_2_CTG4_4	chr7_KI270809v1_alt	assembly
KI270809.1	chr7_KI270809v1_alt	genbank
NT_187561.1	chr7_KI270809v1_alt	refseq
HSCHR7_2_CTG1	chr7_KI270899v1_alt	assembly
KI270899.1	chr7_KI270899v1_alt	genbank
NT_187653.1	chr7_KI270899v1_alt	refseq
HG2239_PATCH	chr7_KQ031388v1_fix	assembly
KQ031388.1	chr7_KQ031388v1_fix	genbank
NW_012132919.1	chr7_KQ031388v1_fix	refseq
HG2088_PATCH	chr7_KV880764v1_fix	assembly
KV880764.1	chr7_KV880764v1_fix	genbank
NW_017852929.1	chr7_KV880764v1_fix	refseq
HG2266_PATCH	chr7_KV880765v1_fix	assembly
KV880765.1	chr7_KV880765v1_fix	genbank
NW_017852930.1	chr7_KV880765v1_fix	refseq
HG708_PATCH	chr7_KZ208912v1_fix	assembly
KZ208912.1	chr7_KZ208912v1_fix	genbank
NW_018654714.1	chr7_KZ208912v1_fix	refseq
HSCHR7_3_CTG4_4	chr7_KZ208913v1_alt	assembly
KZ208913.1	chr7_KZ208913v1_alt	genbank
NW_018654715.1	chr7_KZ208913v1_alt	refseq
HSCHR7_3_CTG1	chr7_KZ559106v1_alt	assembly
KZ559106.1	chr7_KZ559106v1_alt	genbank
NW_019805493.1	chr7_KZ559106v1_alt	refseq
8	chr8	assembly,ensembl
CM000670.2	chr8	genbank
NC_000008.11	chr8	refseq
HSCHR8_1_CTG7	chr8_KI270810v1_alt	assembly
KI270810.1	chr8_KI270810v1_alt	genbank
NT_187567.1	chr8_KI270810v1_alt	refseq
HSCHR8_1_CTG1	chr8_KI270811v1_alt	assembly
KI270811.1	chr8_KI270811v1_alt	genbank
NT_187565.1	chr8_KI270811v1_alt	refseq
HSCHR8_2_CTG1	chr8_KI270812v1_alt	assembly
KI270812.1	chr8_KI270812v1_alt	genbank
NT_187568.1	chr8_KI270812v1_alt	refseq
HSCHR8_3_CTG1	chr8_KI270813v1_alt	assembly
KI270813.1	chr8_KI270813v1_alt	genbank
NT_187570.1	chr8_KI270813v1_alt	refseq
HSCHR8_1_CTG6	chr8_KI270814v1_alt	assembly
KI270814.1	chr8_KI270814v1_alt	genbank
NT_187566.1	chr8_KI270814v1_alt	refseq
HSCHR8_2_CTG7	chr8_KI270815v1_alt	assembly
KI270815.1	chr8_KI270815v1_alt	genbank
NT_187569.1	chr8_KI270815v1_alt	refseq
HSCHR8_3_CTG7	chr8_KI270816v1_alt	assembly
KI270816.1	chr8_KI270816v1_alt	genbank
NT_187571.1	chr8_KI270816v1_alt	refseq
HSCHR8_4_CTG7	chr8_KI270817v1_alt	assembly
KI270817.1	chr8_KI270817v1_alt	genbank
NT_187573.1	chr8_KI270817v1_alt	refseq
HSCHR8_4_CTG1	chr8_KI270818v1_alt	assembly
KI270818.1	chr8_KI270818v1_alt	genbank
NT_187572.1	chr8_KI270818v1_alt	refseq
HSCHR8_5_CTG7	chr8_KI270819v1_alt	assembly
KI270819.1	chr8_KI270819v1_alt	genbank
NT_187574.1	chr8_KI270819v1_alt	refseq
HSCHR8_6_CTG7	chr8_KI270820v1_alt	assembly
KI270820.1	chr8_KI270820v1_alt	genbank
NT_187575.1	chr8_KI270820v1_alt	refseq
HSCHR8_8_CTG1	chr8_KI270821v1_alt	assembly
KI270821.1	chr8_KI270821v1_alt	genbank
NT_187576.1	chr8_KI270821v1_alt	refseq
HSCHR8_9_CTG1	chr8_KI270822v1_alt	assembly
KI270822.1	chr8_KI270822v1_alt	genbank
NT_187577.1	chr8_KI270822v1_alt	refseq
HSCHR8_5_CTG1	chr8_KI270900v1_alt	assembly
KI270900.1	chr8_KI270900v1_alt	genbank
NT_187654.1	chr8_KI270900v1_alt	refseq
HSCHR8_6_CTG1	chr8_KI270901v1_alt	assembly
KI270901.1	chr8_KI270901v1_alt	genbank
NT_187655.1	chr8_KI270901v1_alt	refseq
HSCHR8_7_CTG1	chr8_KI270926v1_alt	assembly
KI270926.1	chr8_KI270926v1_alt	genbank
NT_187680.1	chr8_KI270926v1_alt	refseq
HG2067_PATCH	chr8_KV880766v1_fix	assembly
KV880766.1	chr8_KV880766v1_fix	genbank
NW_017852931.1	chr8_KV880766v1_fix	refseq
HG2068_PATCH	chr8_KV880767v1_fix	assembly
KV880767.1	chr8_KV880767v1_fix	genbank
NW_017852932.1	chr8_KV880767v1_fix	refseq
HG2419_PATCH	chr8_KZ208914v1_fix	assembly
KZ208914.1	chr8_KZ208914v1_fix	genbank
NW_018654716.1	chr8_KZ208914v1_fix	refseq
HG76_PATCH	chr8_KZ208915v1_fix	assembly
KZ208915.1	chr8_KZ208915v1_fix	genbank
NW_018654717.1	chr8_KZ208915v1_fix	refseq
HSCHR8_7_CTG7	chr8_KZ559107v1_alt	assembly
KZ559107.1	chr8_KZ559107v1_alt	genbank
NW_019805494.1	chr8_KZ559107v1_alt	refseq
9	chr9	assembly,ensembl
CM000671.2	chr9	genbank
NC_000009.12	chr9	refseq
GL383539.1	chr9_GL383539v1_alt	genbank
HSCHR9_1_CTG1	chr9_GL383539v1_alt	assembly
NW_003315928.1	chr9_GL383539v1_alt	refseq
GL383540.1	chr9_GL383540v1_alt	genbank
HSCHR9_1_CTG2	chr9_GL383540v1_alt	assembly
NW_003315929.1	chr9_GL383540v1_alt	refseq
GL383541.1	chr9_GL383541v1_alt	genbank
HSCHR9_1_CTG3	chr9_GL383541v1_alt	assembly
NW_003315930.1	chr9_GL383541v1_alt	refseq
GL383542.1	chr9_GL383542v1_alt	genbank
HSCHR9_1_CTG4	chr9_GL383542v1_alt	assembly
NW_003315931.1	chr9_GL383542v1_alt	refseq
HSCHR9_UNLOCALIZED_CTG1	chr9_KI270717v1_random	assembly
KI270717.1	chr9_KI270717v1_random	ensembl,genbank
NT_187372.1	chr9_KI270717v1_random	refseq
HSCHR9_UNLOCALIZED_CTG2	chr9_KI270718v1_random	assembly
KI270718.1	chr9_KI270718v1_random	ensembl,genbank
NT_187373.1	chr9_KI270718v1_random	refseq
HSCHR9_UNLOCALIZED_CTG3	chr9_KI270719v1_random	assembly
KI270719.1	chr9_KI270719v1_random	ensembl,genbank
NT_187374.1	chr9_KI270719v1_random	refseq
HSCHR9_UNLOCALIZED_CTG4	chr9_KI270720v1_random	assembly
KI270720.1	chr9_KI270720v1_random	ensembl,genbank
NT_187375.1	chr9_KI270720v1_random	refseq
HSCHR9_1_CTG5	chr9_KI270823v1_alt	assembly
KI270823.1	chr9_KI270823v1_alt	genbank
NT_187578.1	chr9_KI270823v1_alt	refseq
HG2030_PATCH	chr9_KN196479v1_fix	assembly
KN196479.1	chr9_KN196479v1_fix	genbank
NW_009646201.1	chr9_KN196479v1_fix	refseq
HSCHR9_1_CTG6	chr9_KQ090018v1_alt	assembly
KQ090018.1	chr9_KQ090018v1_alt	genbank
NW_013171804.1	chr9_KQ090018v1_alt	refseq
HSCHR9_1_CTG7	chr9_KQ090019v1_alt	assembly
KQ090019.1	chr9_KQ090019v1_alt	genbank
NW_013171805.1	chr9_KQ090019v1_alt	refseq
J01415.2	chrM	genbank
MT	chrM	assembly,ensembl
NC_012920.1	chrM	refseq
GL000195.1	chrUn_GL000195v1	ensembl,genbank
HSCHRUN_RANDOM_CTG1	chrUn_GL000195v1	assembly
NT_113901.1	chrUn_GL000195v1	refseq
GL000213.1	chrUn_GL000213v1	ensembl,genbank
HSCHRUN_RANDOM_CTG2	chrUn_GL000213v1	assembly
NT_167208.1	chrUn_GL000213v1	refseq
GL000214.1	chrUn_GL000214v1	ensembl,genbank
HSCHRUN_RANDOM_CTG4	chrUn_GL000214v1	assembly
NT_167209.1	chrUn_GL000214v1	refseq
GL000216.2	chrUn_GL000216v2	ensembl,genbank
HSCHRUN_RANDOM_CTG6	chrUn_GL000216v2	assembly
NT_167211.2	chrUn_GL000216v2	refseq
GL000218.1	chrUn_GL000218v1	ensembl,genbank
HSCHRUN_RANDOM_CTG9	chrUn_GL000218v1	assembly
NT_113889.1	chrUn_GL000218v1	refseq
GL000219.1	chrUn_GL000219v1	ensembl,genbank
HSCHRUN_RANDOM_CTG10	chrUn_GL000219v1	assembly
NT_167213.1	chrUn_GL000219v1	refseq
GL000220.1	chrUn_GL000220v1	ensembl,genbank
HSCHRUN_RANDOM_CTG11	chrUn_GL000220v1	assembly
NT_167214.1	chrUn_GL000220v1	refseq
GL000224.1	chrUn_GL000224v1	ensembl,genbank
HSCHRUN_RANDOM_CTG16	chrUn_GL000224v1	assembly
NT_167218.1	chrUn_GL000224v1	refseq
GL000226.1	chrUn_GL000226v1	ensembl,genbank
HSCHRUN_RANDOM_CTG19	chrUn_GL000226v1	assembly
NT_167220.1	chrUn_GL000226v1	refseq
HSCHRUN_RANDOM_100	chrUn_KI270302v1	assembly
KI270302.1	chrUn_KI270302v1	ensembl,genbank
NT_187396.1	chrUn_KI270302v1	refseq
HSCHRUN_RANDOM_102	chrUn_KI270303v1	assembly
KI270303.1	chrUn_KI270303v1	ensembl,genbank
NT_187398.1	chrUn_KI270303v1	refseq
HSCHRUN_RANDOM_101	chrUn_KI270304v1	assembly
KI270304.1	chrUn_KI270304v1	ensembl,genbank
NT_187397.1	chrUn_KI270304v1	refseq
HSCHRUN_RANDOM_103	chrUn_KI270305v1	assembly
KI270305.1	chrUn_KI270305v1	ensembl,genbank
NT_187399.1	chrUn_KI270305v1	refseq
HSCHRUN_RANDOM_106	chrUn_KI270310v1	assembly
KI270310.1	chrUn_KI270310v1	ensembl,genbank
NT_187402.1	chrUn_KI270310v1	refseq
HSCHRUN_RANDOM_110	chrUn_KI270311v1	assembly
KI270311.1	chrUn_KI270311v1	ensembl,genbank
NT_187406.1	chrUn_KI270311v1	refseq
HSCHRUN_RANDOM_109	chrUn_KI270312v1	assembly
KI270312.1	chrUn_KI270312v1	ensembl,genbank
NT_187405.1	chrUn_KI270312v1	refseq
HSCHRUN_RANDOM_108	chrUn_KI270315v1	assembly
KI270315.1	chrUn_KI270315v1	ensembl,genbank
NT_187404.1	chrUn_KI270315v1	refseq
HSCHRUN_RANDOM_107	chrUn_KI270316v1	assembly
KI270316.1	chrUn_KI270316v1	ensembl,genbank
NT_187403.1	chrUn_KI270316v1	refseq
HSCHRUN_RANDOM_111	chrUn_KI270317v1	assembly
KI270317.1	chrUn_KI270317v1	ensembl,genbank
NT_187407.1	chrUn_KI270317v1	refseq
HSCHRUN_RANDOM_105	chrUn_KI270320v1	assembly
KI270320.1	chrUn_KI270320v1	ensembl,genbank
NT_187401.1	chrUn_KI270320v1	refseq
HSCHRUN_RANDOM_104	chrUn_KI270322v1	assembly
KI270322.1	chrUn_KI270322v1	ensembl,genbank
NT_187400.1	chrUn_KI270322v1	refseq
HSCHRUN_RANDOM_167	chrUn_KI270329v1	assembly
KI270329.1	chrUn_KI270329v1	ensembl,genbank
NT_187459.1	chrUn_KI270329v1	refseq
HSCHRUN_RANDOM_166	chrUn_KI270330v1	assembly
KI270330.1	chrUn_KI270330v1	ensembl,genbank
NT_187458.1	chrUn_KI270330v1	refseq
HSCHRUN_RANDOM_169	chrUn_KI270333v1	assembly
KI270333.1	chrUn_KI270333v1	ensembl,genbank
NT_187461.1	chrUn_KI270333v1	refseq
HSCHRUN_RANDOM_168	chrUn_KI270334v1	assembly
KI270334.1	chrUn_KI270334v1	ensembl,genbank
NT_187460.1	chrUn_KI270334v1	refseq
HSCHRUN_RANDOM_170	chrUn_KI270335v1	assembly
KI270335.1	chrUn_KI270335v1	ensembl,genbank
NT_187462.1	chrUn_KI270335v1	refseq
HSCHRUN_RANDOM_173	chrUn_KI270336v1	assembly
KI270336.1	chrUn_KI270336v1	ensembl,genbank
NT_187465.1	chrUn_KI270336v1	refseq
HSCHRUN_RANDOM_174	chrUn_KI270337v1	assembly
KI270337.1	chrUn_KI270337v1	ensembl,genbank
NT_187466.1	chrUn_KI270337v1	refseq
HSCHRUN_RANDOM_171	chrUn_KI270338v1	assembly
KI270338.1	chrUn_KI270338v1	ensembl,genbank
NT_187463.1	chrUn_KI270338v1	refseq
HSCHRUN_RANDOM_172	chrUn_KI270340v1	assembly
KI270340.1	chrUn_KI270340v1	ensembl,genbank
NT_187464.1	chrUn_KI270340v1	refseq
HSCHRUN_RANDOM_177	chrUn_KI270362v1	assembly
KI270362.1	chrUn_KI270362v1	ensembl,genbank
NT_187469.1	chrUn_KI270362v1	refseq
HSCHRUN_RANDOM_175	chrUn_KI270363v1	assembly
KI270363.1	chrUn_KI270363v1	ensembl,genbank
NT_187467.1	chrUn_KI270363v1	refseq
HSCHRUN_RANDOM_176	chrUn_KI270364v1	assembly
KI270364.1	chrUn_KI270364v1	ensembl,genbank
NT_187468.1	chrUn_KI270364v1	refseq
HSCHRUN_RANDOM_178	chrUn_KI270366v1	assembly
KI270366.1	chrUn_KI270366v1	ensembl,genbank
NT_187470.1	chrUn_KI270366v1	refseq
HSCHRUN_RANDOM_202	chrUn_KI270371v1	assembly
KI270371.1	chrUn_KI270371v1	ensembl,genbank
NT_187494.1	chrUn_KI270371v1	refseq
HSCHRUN_RANDOM_199	chrUn_KI270372v1	assembly
KI270372.1	chrUn_KI270372v1	ensembl,genbank
NT_187491.1	chrUn_KI270372v1	refseq
HSCHRUN_RANDOM_200	chrUn_KI270373v1	assembly
KI270373.1	chrUn_KI270373v1	ensembl,genbank
NT_187492.1	chrUn_KI270373v1	refseq
HSCHRUN_RANDOM_198	chrUn_KI270374v1	assembly
KI270374.1	chrUn_KI270374v1	ensembl,genbank
NT_187490.1	chrUn_KI270374v1	refseq
HSCHRUN_RANDOM_201	chrUn_KI270375v1	assembly
KI270375.1	chrUn_KI270375v1	ensembl,genbank
NT_187493.1	chrUn_KI270375v1	refseq
HSCHRUN_RANDOM_197	chrUn_KI270376v1	assembly
