#IDX	INTEGRATED QUALITY FLAG	FILENAME		AUTO LOW S/N	UNDER SEQ	LOW LIBRARY COMPLEXITY	REPRODUCIBILITY FAIL		LAB	GRANT	CELLTYPE	HGNC ID	ANTIBODY	ENSEMBL GENE ID	TREATMENT	PROTOCOL	REP	NREPS		NREADS UNIQ MAP READS	NREADS DISTINCT UNIQ MAP	FRAG LEN		FCC	READ LEN	RCC	MINLEN	MINCC	NSC	RSC		NRF	PBC1	PBC2		RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)	OPTIMAL PEAKS (DISTINCT READS) max(Np, Nt)		SELF CONS. 2% IDR PEAKS (Ns) (DISTINCT READS)	ORIG. REP. IDR PEAKS (DISTINCT READS)	MIN SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX. ORIG. REP. 2% IDR PEAKS (Nt) (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN REPS. (DISTINCT READS)	POOLED CONS. 2% IDR PEAKS (Np) (DISTINCT READS)	POOLED CONS. 1% IDR PEAKS (Np') (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN POOLED PSEUDOREPS. (DISTINCT READS)	TOTAL RELAXED PEAKS PER REP. (DISTINCT READS)	NPEAKS ON POOLED DATA USING DEFAULT MACS P-VALUE 1e-5 (DISTINCT READS)	TOTAL RELAXED PEAKS ON POOLED DATA (DISTINCT READS)
867	1	wgEncodeSydhTfbsH1hescRfx5200401194IggrabAlnRep1		0	0	0	0		Stanford	Snyder	H1-hESC	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	1	2		16837419	15772856	140		0.188630699940421	25	0.188557	1425	0.1786786	1.055699	1.007462		0.936774	0.942025	17.512549		1.24820430965682	2.48751835535977	1742		681	1253	681	1694	1253		1742	1564				
868	1	wgEncodeSydhTfbsH1hescRfx5200401194IggrabAlnRep2		0	0	0	0		Stanford	Snyder	H1-hESC	RFX5	RFX5_(200-401-194)	ENSG00000143390	None	std	2	2		27373336	25529961	135		0.275304536780878	25	0.2737559	1475	0.2589572	1.063127	1.104644		0.932658	0.946287	19.409932		1.24820430965682	2.48751835535976	1742		1694	1253	681	1694	1253		1742	1564				
869	1	wgEncodeSydhTfbsH1hescSin3anb6001263IggrabAlnRep1		0	0	0	0		Stanford	Snyder	H1-hESC	SIN3A	SIN3A_(NB600-1263)	ENSG00000169375	None	std	1	2		24880089	24002319	115		0.275102782421394	30	0.2722745	1500	0.2481014	1.108832	1.117002		0.96472	0.969309	33.747933		1.26309842402617	1.0487461256692	21338		14888	21239	14196	14888	21239		21338	16815				
870	1	wgEncodeSydhTfbsH1hescSin3anb6001263IggrabAlnRep2		0	0	0	0		Stanford	Snyder	H1-hESC	SIN3A	SIN3A_(NB600-1263)	ENSG00000169375	None	std	2	2		24581297	23345915	110		0.270395838014116	30	0.2677257	1500	0.2443972	1.106379	1.114457		0.949743	0.954227	22.190152		1.26309842402617	1.0487461256692	21338		14196	21239	14196	14888	21239		21338	16815				
871	0	wgEncodeSydhTfbsH1hescSuz12UcdAlnRep1		1	0	0	0		USC	Snyder	H1-hESC	SUZ12	SUZ12	ENSG00000178691	None	std	1	2		13884022	13440802	110		0.166927688201122	30	0.1707696	1500	0.1596428	1.045632	0.6547179		0.968077	0.981914	61.069719		1.58154038041784	4.84650112866817	5072		2147	5072	443	2147	5072		4169	3207				
872	1	wgEncodeSydhTfbsH1hescSuz12UcdAlnRep2		0	0	0	0		USC	Snyder	H1-hESC	SUZ12	SUZ12	ENSG00000178691	None	std	2	2		11264661	10560935	110		0.138412513610594	30	0.1368938	1490	0.129455	1.069194	1.204157		0.937528	0.943604	18.11054		1.58154038041784	4.84650112866817	5072		443	5072	443	2147	5072		4169	3207				
873	1	wgEncodeSydhTfbsH1hescTbpIggrabAlnRep1		0	0	0	0		Stanford	Snyder	H1-hESC	TBP	TBP	ENSG00000112592	None	std	1	2		21939123	19738453	130		0.270309280515237	30	0.2574326	1495	0.2071471	1.304914	1.256073		0.899692	0.955024	26.468546		1.03384701991415	2.14841036601656	17254		16083	14211	7486	16083	14211		17254	14692				
874	1	wgEncodeSydhTfbsH1hescTbpIggrabAlnRep2		0	0	0	0		Stanford	Snyder	H1-hESC	TBP	TBP	ENSG00000112592	None	std	2	2		17828427	15937187	145		0.214852435623693	30	0.2073672	1490	0.1771753	1.212655	1.247924		0.89392	0.92253	13.687657		1.03384701991415	2.14841036601656	17254		7486	14211	7486	16083	14211		17254	14692				
875	1	wgEncodeSydhTfbsH1hescUsf2IggrabAlnRep1		0	0	0	0		Stanford	Snyder	H1-hESC	USF2	USF2	ENSG00000105698	None	std	1	2		22496853	21938324	110		0.246471084689479	30	0.2430271	1500	0.2309746	1.067092	1.285744		0.975173	0.981413	59.057907		1.04854838709677	1.2836595142655	7002		4241	6501	4241	5444	6501		7002	6200				
876	1	wgEncodeSydhTfbsH1hescUsf2IggrabAlnRep2		0	0	0	0		Stanford	Snyder	H1-hESC	USF2	USF2	ENSG00000105698	None	std	2	2		27533196	26200204	120		0.283053900836974	30	0.2774235	1440	0.2630695	1.075966	1.392255		0.951586	0.95988	26.182606		1.04854838709677	1.2836595142655	7002		5444	6501	4241	5444	6501		7002	6200				
877	1	wgEncodeSydhTfbsH1hescZnf143IggrabAlnRep1		0	0	0	0		Stanford	Snyder	H1-hESC	ZNF143	Znf143_(16618-1-AP)	ENSG00000166478	None	std	1	2		24412659	23267754	115		0.294195927750551	30	0.2749726	1485	0.2328712	1.263342	1.456596		0.953102	0.968708	38.724951		1.18016738329238	1.26368876080692	30741		19294	30741	15268	19294	30741		30132	26048				
878	1	wgEncodeSydhTfbsH1hescZnf143IggrabAlnRep2		0	0	0	0		Stanford	Snyder	H1-hESC	ZNF143	Znf143_(16618-1-AP)	ENSG00000166478	None	std	2	2		22516450	21285543	110		0.273849920445045	30	0.2582558	1485	0.2193952	1.248204	1.401283		0.945333	0.958543	27.037404		1.18016738329238	1.26368876080692	30741		15268	30741	15268	19294	30741		30132	26048				
879	1	wgEncodeSydhTfbsHct116Pol2UcdAlnRep1		0	0	0	0		USC	Snyder	HCT-116	POLR2A	Pol2	ENSG00000177084	None	std	1	2		8226538	8007548	90		0.136629890155192	35	0.1384697	1500	0.1015958	1.344838	0.9501046		0.97338	0.98353	72.964063		1.09165942658558	4.26539462272333	12881		4918	12565	1153	4918	12565		12881	11510				
880	1	wgEncodeSydhTfbsHct116Pol2UcdAlnRep2		0	1	0	0		USC	Snyder	HCT-116	POLR2A	Pol2	ENSG00000177084	None	std	2	2		4888821	4794863	170		0.077557746945181	30	0.08000883	1485	0.06396995	1.212409	0.8471788		0.980781	0.983926	66.081043		1.09165942658558	4.26539462272333	12881		1153	12565	1153	4918	12565		12881	11510				
881	1	wgEncodeSydhTfbsHct116Tcf7l2UcdAlnRep1		0	0	0	0		USC	Snyder	HCT-116	TCF7L2	TCF7L2	ENSG00000196628	None	std	1	2		9735426	9068900	130		0.249523307416816	40	0.2095062	1500	0.1069275	2.333574	1.390111		0.931536	0.944466	20.528807		1.14551820728291	2.90828620604868	19501		11828	14280	4067	11828	14280		19501	16358				
882	1	wgEncodeSydhTfbsHct116Tcf7l2UcdAlnRep2		0	1	0	0		USC	Snyder	HCT-116	TCF7L2	TCF7L2	ENSG00000196628	None	std	2	2		5338096	5203822	140		0.130980966719549	35	0.1136256	1470	0.06700751	1.954721	1.372288		0.974846	0.979239	54.358562		1.14551820728291	2.90828620604868	19501		4067	14280	4067	11828	14280		19501	16358				
883	0	wgEncodeSydhTfbsHek293Elk4UcdAlnRep1		1	0	0	0		USC	Snyder	HEK293	ELK4	ELK4	ENSG00000158711	None	std	1	2		16534512	13228998	220		0.161642829086663	30	0.1635027	1495	0.1552677	1.041059	0.7741459		0.800084	0.803228	5.024538		1.91968503937008	4.06264501160093	1411		1751	635	431	1751	635		1411	1219				
884	-1	wgEncodeSydhTfbsHek293Elk4UcdAlnRep2		0	0	0	0		USC	Snyder	HEK293	ELK4	ELK4	ENSG00000158711	None	std	2	2		33330030	31281333	205		0.308485326730764	30	0.3089448	1500	0.3024708	1.019885	0.9290265		0.938533	0.945865	18.646141		1.91968503937008	4.06264501160093	1411		431	635	431	1751	635		1411	1219				
885	0	wgEncodeSydhTfbsHek293Kap1UcdAlnRep1		0	0	0	0		USC	Snyder	HEK293	TRIM28	KAP1	ENSG00000130726	None	std	1	2		34893899	32499410	280		0.308369026841287	30	0.3044869	1490	0.2945017	1.047087	1.388792		0.931378	0.935534	15.505994		2.64826989619377	1.12907256126862	19808		10405	5780	10405	11748	5780		19808	15307				
886	1	wgEncodeSydhTfbsHek293Kap1UcdAlnRep2		0	0	0	0		USC	Snyder	HEK293	TRIM28	KAP1	ENSG00000130726	None	std	2	2		40468555	39187847	335		0.365565458877678	30	0.3596249	1500	0.346938	1.053691	1.46824		0.968353	0.973743	39.217689		2.64826989619377	1.12907256126862	19808		11748	5780	10405	11748	5780		19808	15307				
887	1	wgEncodeSydhTfbsHek293Pol2StdAlnRep1		0	1	0	0		Yale	Snyder	HEK293	POLR2A	Pol2	ENSG00000177084	None	std	1	3		3764533	2736646	85		0.103192300045041	35	0.09711375	1480	0.04198878	2.457616	1.110269		0.726955	0.638697	1.817512		1.06584867075665	9.44535519125683	11502		3457	6824;9780	366	3457	9780		11502	10424				
888	-1	wgEncodeSydhTfbsHek293Pol2StdAlnRep2		0	1	0	0		Yale	Snyder	HEK293	POLR2A	Pol2	ENSG00000177084	None	std	2	3		1890282	1539442	90		0.053329918236454	30	0.05316043	1495	0.02423378	2.200644	1.005859		0.814398	0.774895	3.468073		1.52754982415006	9.44535519125683	11502		366	6824;5978	366	3457	6824		11502	10424				
889	0	wgEncodeSydhTfbsHek293Pol2StdAlnRep3		0	1	0	0		Yale	Snyder	HEK293	POLR2A	Pol2	ENSG00000177084	None	std	3	3		2126523	1795436	70		0.100940046371602	30	0.09321949	1500	0.02993936	3.371483	1.122006		0.844306	0.818764	4.563564		1.06584867075665	4.47814207650273	11502		1639	9780;5978	366	3457	9780		11502	10424				
890	1	wgEncodeSydhTfbsHek293Tcf7l2UcdAlnRep1		0	0	1	0		USC	Snyder	HEK293	TCF7L2	TCF7L2	ENSG00000196628	None	std	1	2		22309296	13447040	205		0.162870401745899	30	0.1623189	1500	0.1558012	1.045373	1.084615		0.602755	0.581413	2.221595		1.30354752342704	3.16635791033716	8967		2699	5976	2699	8546	5976		8967	7790				
891	1	wgEncodeSydhTfbsHek293Tcf7l2UcdAlnRep2		0	0	0	0		USC	Snyder	HEK293	TCF7L2	TCF7L2	ENSG00000196628	None	std	2	2		22144951	16381816	190		0.20096944260765	35	0.1969198	1455	0.1838822	1.092925	1.310611		0.739754	0.790861	6.18732		1.30354752342704	3.16635791033716	8967		8546	5976	2699	8546	5976		8967	7790				
892	1	wgEncodeSydhTfbsHek293tZnf263UcdAlnRep1		0	0	0	0		USC	Snyder	HEK293-T-REx	ZNF263	ZNF263	ENSG00000006194	None	std	1	2		17502675	16938249	225		0.27011723725021	35	0.2436648	1490	0.1963277	1.375849	1.558808		0.967752	0.973751	43.139157		1.13645437083349	1.27020706177628	31508		22268	30174	17531	22268	30174		31508	26551				
893	1	wgEncodeSydhTfbsHek293tZnf263UcdAlnRep2		0	0	0	0		USC	Snyder	HEK293-T-REx	ZNF263	ZNF263	ENSG00000006194	None	std	2	2		19080082	18519643	265		0.25257457292302	35	0.2366834	1500	0.2085586	1.211048	1.565025		0.970627	0.976823	47.963995		1.13645437083349	1.27020706177628	31508		17531	30174	17531	22268	30174		31508	26551				
894	1	wgEncodeSydhTfbsHelas3Ap2alphaStdAlnRep1		0	1	0	0		USC	Snyder	HeLa-S3	TFAP2A	AP-2alpha	ENSG00000137203	None	std	1	2		7089253	6964808	225		0.119679888703924	35	0.1080733	1500	0.0899397	1.330668	1.640063		0.982446	0.985553	74.549122		1.06052416567155	1.1767400432625	18989		7859	15911	7859	9248	15911		18989	16874				
895	1	wgEncodeSydhTfbsHelas3Ap2alphaStdAlnRep2		0	1	0	0		USC	Snyder	HeLa-S3	TFAP2A	AP-2alpha	ENSG00000137203	None	std	2	2		7725906	7518720	175		0.151980543871327	35	0.1366187	1495	0.09918243	1.532333	1.410346		0.973183	0.977123	46.365867		1.06052416567155	1.1767400432625	18989		9248	15911	7859	9248	15911		18989	16874				
896	1	wgEncodeSydhTfbsHelas3Ap2gammaStdAlnRep1		0	0	0	0		USC	Snyder	HeLa-S3	TFAP2C	AP-2gamma	ENSG00000087510	None	std	1	2		12118575	11893145	200		0.17251824419545	35	0.1622258	1495	0.1424469	1.211106	1.520371		0.981398	0.985489	75.28724		1.33986928104575	1.59252252252252	25455		11100	16983	11100	17677	16983		25455	22755				
897	1	wgEncodeSydhTfbsHelas3Ap2gammaStdAlnRep2		0	0	0	0		USC	Snyder	HeLa-S3	TFAP2C	AP-2gamma	ENSG00000087510	None	std	2	2		9707264	9312072	160		0.238932424067874	40	0.1936496	1500	0.1209198	1.975957	1.622618		0.959289	0.96403	30.526081		1.33986928104575	1.59252252252252	25455		17677	16983	11100	17677	16983		25455	22755				
898	1	wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC1	BAF155	ENSG00000173473	None	std	1	3		11042537	10622766	145		0.140451069352449	30	0.1394281	1490	0.1325806	1.059364	1.149398		0.961986	0.966789	30.840306		1.1127620934456	2.93641025641026	8659		2863	6740;5376	975	2863	6740		8659	6057				
899	0	wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC1	BAF155	ENSG00000173473	None	std	2	3		10451160	9984338	165		0.127765523759861	30	0.128102	1490	0.1236069	1.033644	0.9251488		0.955333	0.960916	26.184094		1.1127620934456	2.93641025641026	8659		975	6740;4982	975	2863	6740		8659	6057				
900	0	wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep3		0	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC1	BAF155	ENSG00000173473	None	std	3	3		12331582	11603365	185		0.144761192187982	30	0.1447055	1475	0.1401699	1.032756	1.012288		0.940947	0.946414	18.961439		1.12667410714286	2.0435403283369	8659		1401	5376;4982	975	2863	5376		8659	6057				
901	0	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC2	BAF170	ENSG00000139613	None	std	1	3		11334932	10850069	150		0.135641194108587	30	0.1363351	1430	0.1321785	1.026197	0.8330561		0.957224	0.962343	27.162444		1.03921568627451	1.91346153846154	2658		398	1297;1855	208	398	1855		2658	1785				
902	0	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep2		1	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC2	BAF170	ENSG00000139613	None	std	2	3		11319841	10796151	155		0.133898094881112	30	0.1348794	1480	0.13127	1.02002	0.7281231		0.953737	0.958618	24.67681		1.37625289128759	1.91346153846154	2658		208	1297;1219	208	398	1297		2658	1785				
903	0	wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep3		0	0	0	0		Stanford	Snyder	HeLa-S3	SMARCC2	BAF170	ENSG00000139613	None	std	3	3		11685373	11166484	145		0.139702410993123	30	0.1403833	1420	0.1361929	1.025768	0.8375164		0.955595	0.959812	25.363444		1.03921568627451	1.68269230769231	2658		350	1855;1219	208	398	1855		2658	1785				
904	0	wgEncodeSydhTfbsHelas3Bdp1StdAlnRep1		0	0	0	0		Harvard	Snyder	HeLa-S3	BDP1	BDP1	ENSG00000145734	None	std	1	2		17053897	14462523	140		0.183498856996739	35	0.1812528	1485	0.1674762	1.095671	1.163037		0.848048	0.854402	6.762385		1.02114803625378	1.06926406926407	756		462	662	462	494	662		756	676				
905	0	wgEncodeSydhTfbsHelas3Bdp1StdAlnRep2		1	0	0	0		Harvard	Snyder	HeLa-S3	BDP1	BDP1	ENSG00000145734	None	std	2	2		17937724	16443691	130		0.19564471106995	35	0.19827	1500	0.1865378	1.04882	0.7762339		0.91671	0.925439	13.550834		1.02114803625378	1.06926406926407	756		494	662	462	494	662		756	676				
906	1	wgEncodeSydhTfbsHelas3Brca1a300IggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	BRCA1	BRCA1_(A300-000A)	ENSG00000012048	None	std	1	2		19921800	16876335	130		0.221285719640889	30	0.208977	1470	0.1885091	1.173873	1.601369		0.847129	0.85561	6.800173		1.06152889993785	2.16040329972502	8169		4714	6832	2182	4714	6832		8169	6436				
907	1	wgEncodeSydhTfbsHelas3Brca1a300IggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	BRCA1	BRCA1_(A300-000A)	ENSG00000012048	None	std	2	2		16816300	14997701	120		0.196704981466175	30	0.1916046	1500	0.1727263	1.138824	1.270174		0.891855	0.897626	9.764345		1.06152889993785	2.16040329972502	8169		2182	6832	2182	4714	6832		8169	6436				
908	0	wgEncodeSydhTfbsHelas3Brf1StdAlnRep1		0	0	0	0		Harvard	Snyder	HeLa-S3	BRF1	BRF1	ENSG00000185024	None	std	1	2		18880536	16802809	150		0.196934420393981	35	0.1984734	1485	0.1900123	1.03643	0.8181131		0.889954	0.895768	9.557608		1.16615384615385	1.21461187214612	379		266	379	219	266	379		371	325				
909	0	wgEncodeSydhTfbsHelas3Brf1StdAlnRep2		1	0	0	0		Harvard	Snyder	HeLa-S3	BRF1	BRF1	ENSG00000185024	None	std	2	2		17965566	16130114	140		0.190794586193003	35	0.193063	1500	0.1836949	1.038649	0.7578608		0.897835	0.90506	10.531093		1.16615384615385	1.21461187214612	379		219	379	219	266	379		371	325				
910	0	wgEncodeSydhTfbsHelas3Brf2StdAlnRep1		1	0	0	1		Harvard	Snyder	HeLa-S3	BRF2	BRF2	ENSG00000104221	None	std	1	2		18233370	16759494	130		0.195209675235527	35	0.1989985	1490	0.1897517	1.028764	0.5902553		0.919166	0.92805	14.083026		30.7272727272727	12	676		864	676	72	864	676		92	22				
911	0	wgEncodeSydhTfbsHelas3Brf2StdAlnRep2		1	0	0	1		Harvard	Snyder	HeLa-S3	BRF2	BRF2	ENSG00000104221	None	std	2	2		14575960	13463421	125		0.166637699368456	35	0.1699318	1495	0.1588531	1.049005	0.7026656		0.923673	0.931038	14.668796		30.7272727272727	12	676		72	676	72	864	676		92	22				
912	-1	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep1		1	1	0	0		Yale	Snyder	HeLa-S3	SMARCA4	Brg1	ENSG00000127616	None	std	1	3		6722584	6525995	105		0.085782566883917	30	0.08657717	55	0.08416707	1.019194	0.670302		0.970757	0.975696	42.93761		1.05904761904762	5	1365		2	525;134	2	10	525		1365	556				
913	0	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep2		0	1	0	0		Yale	Snyder	HeLa-S3	SMARCA4	Brg1	ENSG00000127616	None	std	2	3		6769095	6575343	100		0.087626687405256	30	0.08813617	1485	0.08527064	1.02763	0.8222042		0.971377	0.976548	45.799175		1.71402877697842	5	1365		10	525;953	2	10	953		1365	556				
914	0	wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep3		1	1	0	0		Yale	Snyder	HeLa-S3	SMARCA4	Brg1	ENSG00000127616	None	std	3	3		6021124	5859939	110		0.078808367424892	30	0.07957978	1490	0.07677235	1.02652	0.7252245		0.97323	0.978042	48.424367		1.71402877697842	3	1365		6	134;953	2	10	953		1365	556				
915	1	wgEncodeSydhTfbsHelas3CebpbIggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	CEBPB	CEBPB	ENSG00000172216	None	std	1	2		18141102	16400300	115		0.389324761835394	35	0.2886068	1485	0.155779	2.499213	1.758259		0.904041	0.934499	19.969612		1.26777191081187	1.08199281586756	61052		41568	43369	38418	41568	43369		61052	54982				
916	1	wgEncodeSydhTfbsHelas3CebpbIggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	CEBPB	CEBPB	ENSG00000172216	None	std	2	2		18274041	15510878	110		0.451530975101746	35	0.343577	1500	0.1439308	3.137139	1.540727		0.848793	0.900322	13.917853		1.26777191081187	1.08199281586756	61052		38418	43369	38418	41568	43369		61052	54982				
917	0	wgEncodeSydhTfbsHelas3CfosStdAlnRep1		0	1	0	0		Yale	Snyder	HeLa-S3	FOS	c-Fos	ENSG00000170345	None	std	1	2		5036069	4879805	85		0.083736633612194	30	0.08107018	1490	0.06549339	1.278551	1.171181		0.968971	0.971309	35.995937		1.05751971716073	2.73548812664908	9352		1516	7354	1516	4147	7354		9352	7777				
918	1	wgEncodeSydhTfbsHelas3CfosStdAlnRep2		0	1	0	0		Yale	Snyder	HeLa-S3	FOS	c-Fos	ENSG00000170345	None	std	2	2		4456290	4118481	115		0.109312862592682	30	0.08578971	1480	0.05690684	1.920909	1.814433		0.924195	0.927344	14.055512		1.05751971716073	2.73548812664908	9352		4147	7354	1516	4147	7354		9352	7777				
919	1	wgEncodeSydhTfbsHelas3Chd2IggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	CHD2	CHD2_(AB68301)	ENSG00000173575	None	std	1	2		10609625	10360851	110		0.155468055534601	30	0.1523914	1490	0.1277697	1.216784	1.124958		0.976552	0.98442	78.239872		1.76511226252159	6.68450312717165	20558		2878	9843	2878	19238	9843		20558	17374				
920	1	wgEncodeSydhTfbsHelas3Chd2IggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	CHD2	CHD2_(AB68301)	ENSG00000173575	None	std	2	2		17162624	16114846	120		0.281452124919209	35	0.2623825	1500	0.1770299	1.589857	1.223422		0.93895	0.959869	30.85746		1.76511226252159	6.68450312717165	20558		19238	9843	2878	19238	9843		20558	17374				
921	1	wgEncodeSydhTfbsHelas3CjunIggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	JUN	c-Jun	ENSG00000177606	None	std	1	2		18845801	17211474	140		0.22460400170535	30	0.2112424	1500	0.190046	1.18184	1.630368		0.913279	0.91999	12.729931		1.10684097824862	2.24017083280995	21959		17834	17746	7961	17834	17746		21959	19642				
922	1	wgEncodeSydhTfbsHelas3CjunIggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	JUN	c-Jun	ENSG00000177606	None	std	2	2		15468716	11665113	145		0.158995152224331	25	0.1530556	1490	0.1397505	1.137707	1.446412		0.75411	0.750265	3.852376		1.10684097824862	2.24017083280995	21959		7961	17746	7961	17834	17746		21959	19642				
923	1	wgEncodeSydhTfbsHelas3CmycStdAlnRep1		0	1	0	0		Yale	Snyder	HeLa-S3	MYC	c-Myc	ENSG00000136997	None	std	1	2		5247079	4741087	75		0.095382947629618	30	0.0927972	1485	0.06462261	1.476	1.091776		0.903567	0.906266	10.751467		1.14857900161979	2.89495225102319	10242		1466	6791	1466	4244	6791		10242	7800				
924	1	wgEncodeSydhTfbsHelas3CmycStdAlnRep2		0	1	0	0		Yale	Snyder	HeLa-S3	MYC	c-Myc	ENSG00000136997	None	std	2	2		7269531	6990832	105		0.141709660379248	30	0.1330479	1500	0.09317569	1.520887	1.217237		0.961662	0.964548	29.30296		1.14857900161979	2.89495225102319	10242		4244	6791	1466	4244	6791		10242	7800				
925	1	wgEncodeSydhTfbsHelas3Corestsc30189IggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	1	2		27107788	25244859	110		0.284108141998627	30	0.2822372	1490	0.2594877	1.094881	1.082242		0.931277	0.939177	16.667492		1.52902115100836	9.77621910487642	16380		14635	8132	1497	14635	8132		16380	12434				
926	1	wgEncodeSydhTfbsHelas3Corestsc30189IggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	RCOR1	COREST_(sc-30189)	ENSG00000089902	None	std	2	2		16391178	15898000	80		0.196727904429803	30	0.1981771	1495	0.1843	1.067433	0.8955703		0.969912	0.979242	53.129955		1.52902115100836	9.77621910487642	16380		1497	8132	1497	14635	8132		16380	12434				
927	1	wgEncodeSydhTfbsHelas3E2f1StdAlnRep1		0	0	0	0		USC	Snyder	HeLa-S3	E2F1	E2F1	ENSG00000101412	None	std	1	2		15008194	14721688	105		0.195829449314413	35	0.1943838	1475	0.1701686	1.150797	1.0597		0.98091	0.987981	97.184637		1.11966394187103	1.81805792163543	5257		5336	4404	2935	5336	4404		5257	4931				
928	1	wgEncodeSydhTfbsHelas3E2f1StdAlnRep2		0	0	0	0		USC	Snyder	HeLa-S3	E2F1	E2F1	ENSG00000101412	None	std	2	2		15186706	14932101	105		0.185855110472083	30	0.187789	1470	0.1725086	1.077367	0.8734404		0.983235	0.99132	140.7697		1.11966394187103	1.81805792163543	5257		2935	4404	2935	5336	4404		5257	4931				
929	1	wgEncodeSydhTfbsHelas3E2f4StdAlnRep1		0	0	0	0		USC	Snyder	HeLa-S3	E2F4	E2F4	ENSG00000205250	None	std	1	2		10996359	10818570	125		0.145032660486223	30	0.1448174	1345	0.1326353	1.093469	1.017668		0.983832	0.987426	86.212089		1.09326641572564	1.66075085324232	2889		1465	2391	1465	2433	2391		2889	2614				
930	1	wgEncodeSydhTfbsHelas3E2f4StdAlnRep2		0	0	0	0		USC	Snyder	HeLa-S3	E2F4	E2F4	ENSG00000205250	None	std	2	2		10498514	10295116	175		0.142926803557321	30	0.1406521	1495	0.1253694	1.140045	1.148843		0.980626	0.986317	82.657639		1.09326641572564	1.66075085324232	2889		2433	2391	1465	2433	2391		2889	2614				
931	1	wgEncodeSydhTfbsHelas3E2f6StdAlnRep1		0	1	0	0		USC	Snyder	HeLa-S3	E2F6	E2F6	ENSG00000169016	None	std	1	2		5606830	5562043	110		0.086772903449713	35	0.0869934	1470	0.07368913	1.177554	0.983427		0.992012	0.993642	173.942593		1.06228543403629	2.14571657325861	4786		1249	4332	1249	2680	4332		4786	4078				
932	1	wgEncodeSydhTfbsHelas3E2f6StdAlnRep2		0	1	0	0		USC	Snyder	HeLa-S3	E2F6	E2F6	ENSG00000169016	None	std	2	2		7740532	7645238	135		0.119097688432675	35	0.1174663	1495	0.1012586	1.176174	1.100657		0.987689	0.989859	106.816113		1.06228543403629	2.14571657325861	4786		2680	4332	1249	2680	4332		4786	4078				
933	1	wgEncodeSydhTfbsHelas3Elk112771IggrabAlnRep1		0	0	0	0		Stanford	Snyder	HeLa-S3	ELK1	ELK1_(1277-1)	ENSG00000126767	None	std	1	2		20738575	19853100	100		0.230270837515317	30	0.2309841	1495	0.2169579	1.061362	0.9491501		0.957303	0.964571	29.498115		1.00792888034599	2.41614583333333	4869		4639	4162	1920	4639	4162		4869	4195				
934	0	wgEncodeSydhTfbsHelas3Elk112771IggrabAlnRep2		0	0	0	0		Stanford	Snyder	HeLa-S3	ELK1	ELK1_(1277-1)	ENSG00000126767	None	std	2	2		24679627	23835065	80		0.257354477941243	30	0.2586507	1490	0.2496076	1.031036	0.8566577		0.965779	0.973078	38.963114		1.00792888034599	2.41614583333333	4869		1920	4162	1920	4639	4162		4869	4195				
935	1	wgEncodeSydhTfbsHelas3Elk4UcdAlnRep1		0	0	0	0		USC	Snyder	HeLa-S3	ELK4	ELK4	ENSG00000158711	None	std	1	2		11502794	10627247	150		0.138745580219616	30	0.1382307	1500	0.1306065	1.062318	1.067528		0.923884	0.93888	16.760407		1.05304889560128	1.46683046683047	5958		2849	5578	2849	4179	5578		5958	5297				
