SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-S341-0001-SM-2XK2K		B1			Blood	Whole Blood	0-(-3) hours	BP-21856	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	01/27/2012	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-S341-0006-SM-2XUA1		B1		7.3	Blood	Whole Blood	0-(-3) hours	BP-21854	RNA isolation_Trizol Manual (Cell Pellet)	01/27/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-0006-SM-3NM8D		B1		7.3	Blood	Whole Blood	0-(-3) hours	BP-21854	RNA isolation_PAXgene Blood RNA (Manual)	01/27/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.8884014	60054	0.9646628	978	0.9039344	0.9140766	0.30064017	19815	0.36784932	0.7090493	76	57.71973	0.0041149487	190	17064690	85501941	0.035165202	2543678	94588652	18647400	0.6599215	115655	40771495	80606	0.05299564	0	0.050586138	0.33251166	0.82626534	31451833	0.00397776	18499289	16311414	19069795	191	19328172	20205582	0.0040475335	19527852	50.256947	0.026891999	0.9194674	829	0.63215065	50.759277
GTEX-S341-0008-SM-4AD6D		B1		9.6	Skin	Cells - Transformed fibroblasts	0-3 hours	BP-33214	RNA isolation_Trizol Manual (Cell Pellet)	11/16/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.95204276	121806	0.9815362	842	0.9579802	0.91300243	0.34072003	22962	0.8033259	0.66219944	76	74.40879	0.0022100287	259	85813529	74576716	0.018069929	615309	77847874	5192466	0.6019588	135467	36429480	70369	0.03794582	0	0.068533815	0.7695703	0.87463826	59909407	0.0022192243	16072454	2967359	16196715	212	16310644	17985972	0.002214598	16358311	50.072952	0.007903992	0.96391755	862	0.1966741	50.192543
GTEX-S341-0126-SM-4AD64	1	B1	2 aliquots, ~ 10x7 & 2x1mm, the smaller attached to a large nubbin of fat,  ~8x5mm--LDACC ALERT	8	Adrenal Gland	Adrenal Gland	0-3 hours	BP-22727	RNA isolation_PAXgene Tissue miRNA	02/28/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94692177	113327	0.98043346	775	0.953181	0.8861535	0.29360455	26049	0.70678914	0.7385078	76	67.66225	0.0027311943	300	59020694	85724379	0.019276792	1696714	89935040	5540088	0.59585935	147727	41802830	48196	0.026527407	0	0.09427989	0.67369807	0.84466475	60589059	0.0027891214	18224471	4139069	18504796	299	18572587	13579201	0.0027599677	18638667	50.08879	0.018865995	0.9594404	891	0.2932109	50.381607
GTEX-S341-0226-SM-2XCAX	1	B1	2 aliquots, ~  9xx8mm.  Microglandular adenomatoid nodule in squares; focal skeletal muscle encircled. LDACC ALERT	7	Thyroid	Thyroid	0-3 hours	BP-22727	RNA isolation_PAXgene Tissue miRNA	02/28/2012	LCSET-1559	09/11/2012	TrueSeq.v1	0.23353966	27105	0.9692639	1430	0.24870838	0.8022922	0.33356956	21841	0.79356426	0.7488069	76	13.109403	0.0027684933	149	20397486	17846138	0.030491471	184841	71755274	8605650	0.65419525	132538	8127018	115637	0.067824036	0	0.1669717	0.19736609	0.19953682	14162057	0.008078282	3519743	998580	3632561	127	4045785	2922061	0.005261466	4031366	49.910744	0.002575992	0.26387712	707	0.20643575	50.78868
GTEX-S341-0226-SM-2XU9O	1	B1	2 aliquots, ~  9xx8mm.  Microglandular adenomatoid nodule in squares; focal skeletal muscle encircled. LDACC ALERT	7	Thyroid	Thyroid	0-3 hours	BP-22727	RNA isolation_Trizol Manual (Cell Pellet)	02/28/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-0326-SM-2XCAU	1	B1	2 aliquots, ~ 9x6mm.  Mild congestion; prominent mucoid secretions in bronchus	6.4	Lung	Lung	0-3 hours	BP-22727	RNA isolation_PAXgene Tissue miRNA	02/28/2012	LCSET-1559	09/11/2012	TrueSeq.v1	0.81298935	101994	0.9715089	1036	0.8457649	0.85777116	0.26514485	26503	0.4803766	0.8112406	76	34.35441	0.0028317608	194	22711999	76997270	0.028205765	814340	91038620	7830016	0.6328244	149128	35952404	77858	0.04160717	0	0.11373777	0.40628567	0.72547275	36987687	0.008176767	15492758	3421969	16137658	187	17060776	11859084	0.005400698	17105694	50.06573	0.008944995	0.87854046	817	0.5196234	51.01943
GTEX-S341-0326-SM-2XUAR	1	B1	2 aliquots, ~ 9x6mm.  Mild congestion; prominent mucoid secretions in bronchus	6.4	Lung	Lung	0-3 hours	BP-22727	RNA isolation_Trizol Manual (Cell Pellet)	02/28/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-0426-SM-4AD5L	1	B1	6 pieces, ~ 7x4mm	7.9	Esophagus	Esophagus - Muscularis	0-3 hours	BP-22727	RNA isolation_PAXgene Tissue miRNA	02/28/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9470963	75370	0.97872305	826	0.9532305	0.88088363	0.31171897	23664	0.7924948	0.73019844	76	44.468033	0.0024961021	180	59386204	55420124	0.021029564	462846	58139268	3546406	0.57870233	140532	26999754	62566	0.03493654	0	0.09783941	0.7554302	0.83968514	43920160	0.0025418948	11390549	2154555	11558590	157	11584519	9509260	0.002518851	11660550	50.163548	0.007960988	0.9593648	879	0.2075052	50.36611
GTEX-S341-0526-SM-4AD5U	1	B1	6 pieces, ~6x2mm.  Squamous mucosa is ~20% of thickness	9.6	Esophagus	Esophagus - Mucosa	0-3 hours	BP-22766	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9466822	107905	0.9812589	794	0.9523758	0.88714194	0.35565326	24401	0.7238627	0.73687375	76	55.420254	0.0026070464	204	53072045	70811852	0.018518396	704567	74352848	4637964	0.6171561	142270	34506183	58800	0.034462206	0	0.09411704	0.68938935	0.84489256	51258061	0.0026418658	15177166	3157559	15346128	192	15373872	13734986	0.002624352	15514115	50.227016	0.009475992	0.9580693	864	0.27613726	50.27677
GTEX-S341-0626-SM-4AD5T	0	B1	6 pieces, ~ 10x4mm.  Mucosa extremely well preserved,  ~30% of thickness	6.9	Stomach	Stomach	0-3 hours	BP-22766	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9447312	92661	0.97970736	678	0.9506164	0.87841135	0.32050174	25089	0.6155369	0.7823274	76	52.566956	0.0026583846	199	37032760	78447392	0.019872427	836449	82522658	5556606	0.61605006	143812	38228174	46555	0.026913641	0	0.101296015	0.5851395	0.8350323	48287269	0.0026931306	17235754	17505424	17563723	201	17616534	15826302	0.0026756502	17610845	49.99192	0.010135992	0.95650166	871	0.38446304	50.47123
GTEX-S341-0726-SM-4AD5R	0	B1	2 aliquots, ~  9x7mm.  Rare residual oocytes, involuting corpus luteum	7.3	Ovary	Ovary	0-3 hours	BP-22766	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9452564	182571	0.971261	694	0.95173866	0.8423232	0.326028	24881	0.8037157	0.8400589	76	60.197414	0.0023839904	259	85314132	74098455	0.028541269	384374	77855888	4846098	0.5932823	141917	36046919	45832	0.026495518	0	0.12893786	0.76492727	0.8016715	59554091	0.0024422922	15493730	4137570	15623536	218	15700681	12810700	0.002412943	15842371	50.224598	0.004936993	0.95822084	897	0.19628431	50.208576
GTEX-S341-0826-SM-4AD73	0	B1	2 aliquots, ~  4.5mm d.  Mucosa extremely well preserved	7.6	Fallopian Tube	Fallopian Tube	0-3 hours	BP-22766	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94548196	119731	0.97412395	800	0.95188165	0.8584519	0.30454457	25789	0.81028897	0.78809464	76	50.538635	0.0023832815	210	81868142	68041196	0.025632706	384923	71480740	4436904	0.58893925	147021	33100597	50978	0.027370386	0	0.11567208	0.7712992	0.8171446	55133034	0.0024380395	14153797	2829002	14293448	201	14352415	10638910	0.0024104763	14475848	50.21408	0.0053849895	0.9582812	860	0.18971097	50.245457
GTEX-S341-1026-SM-4AD71	1	B1	2 aliquots, ~ 9x7mm.  All myometrium, no visible endometrial glands or stroma	7.1	Uterus	Uterus	0-3 hours	BP-22768	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94332874	93693	0.97547203	752	0.95049435	0.87746733	0.31371397	23954	0.7969568	0.80979335	76	49.208744	0.0023881726	199	67833493	61270485	0.024261273	376907	64461702	4119912	0.57797205	140605	29803127	55347	0.031320844	0	0.09800469	0.7575029	0.8340277	48829930	0.00247256	12537188	2249346	12657935	172	12726765	11466312	0.002430048	12854734	50.25012	0.0058469907	0.95765996	848	0.2030432	50.239624
GTEX-S341-1126-SM-4AD6T	1	B1	4 aliquots, ~  12x9mm.  3 show focal squamous mucosa,  ~100 microns thick, encircled; one with single layer endocervical mucosa, 10 microns thick, en squared	7.4	Cervix Uteri	Cervix - Ectocervix	0-3 hours	BP-22768	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9439171	149556	0.97447455	684	0.9503236	0.861657	0.3285522	25914	0.8183683	0.7401409	76	64.222626	0.0022521215	253	101677646	79562086	0.025198748	333628	83721050	5109786	0.583579	146513	38643353	49340	0.026433371	0	0.11281756	0.7777147	0.818853	65111092	0.002287336	16641288	3405918	16794408	237	16892474	14438191	0.00226961	16999700	50.158184	0.0039849957	0.9567301	870	0.18163165	50.228977
GTEX-S341-1226-SM-4AD5S	1	B1	6 pieces, ~ 5x4mm, squamous mucosa is ~ 2-3% of thickness, present at least focally in 5 of 6 aliquots	8.9	Vagina	Vagina	0-3 hours	BP-22768	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94661117	137742	0.9791445	616	0.9526705	0.84413904	0.30612603	24962	0.7159385	0.7168749	76	60.985054	0.0024887796	242	61040455	84791164	0.02069396	526634	89003660	5692946	0.5660344	142952	41266584	39345	0.023511844	0	0.13500547	0.68205357	0.8041864	60705264	0.0025178608	18001149	3842111	18204036	238	18243113	15406571	0.002503228	18424682	50.247585	0.005916992	0.9587298	881	0.28406143	50.280193
GTEX-S341-1326-SM-4AD72	1	B1	4 aliquots, ~ 7x7mm.  One shows endocervical surface mucosa with early squamous metaplasia encircled, and deeper endocervical glands en squared; other 3 with no glands, only stroma	7.5	Cervix Uteri	Cervix - Endocervix	0-3 hours	BP-22768	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.940825	109653	0.9682944	714	0.94777584	0.8171207	0.29792255	26101	0.863535	0.74663717	76	42.643536	0.0024041452	172	96002696	53788235	0.031402368	232796	56752066	3579684	0.5647436	148431	26104667	48037	0.027259676	0	0.15117374	0.81843764	0.77444726	46448022	0.0024832732	11275978	2513505	11388695	144	11480497	9114185	0.002443419	11519548	50.084896	0.004101983	0.9547267	868	0.13646503	50.248665
GTEX-S341-1426-SM-4AD6U	1	B1	6 pieces,  ~7x3.5mm.  Mucosa reasonably well preserved,  ~8-10% of thickness	7.6	Colon	Colon - Transverse	0-3 hours	BP-22843	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9481201	122214	0.97500443	703	0.9540526	0.86753684	0.3161462	25470	0.79162604	0.7820241	76	59.214405	0.0024555775	246	80265177	75122410	0.024754664	663938	78740316	4966936	0.59145874	145911	36593625	53592	0.029712027	0	0.107467644	0.7552529	0.82767576	59468855	0.002489185	15685706	3322087	15840019	221	15894668	12702659	0.0024722766	16025195	50.20446	0.008431995	0.95998514	854	0.20837398	50.244743
GTEX-S341-1526-SM-4AD6K	1	B1	2 aliquots,  ~8x5mm.  Focal areas of fibrocystic (microcystic) change encircled; normal TDLUs en squared	7.2	Breast	Breast - Mammary Tissue	0-3 hours	BP-22766	RNA isolation_PAXgene Tissue miRNA	02/29/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9425816	122066	0.97150385	650	0.9484639	0.81526715	0.30391967	26344	0.8497323	0.75419337	76	52.00882	0.0024381077	199	104483242	65612778	0.028123975	255889	69177932	4143154	0.57694066	148385	31863633	43234	0.023329036	0	0.15623672	0.8059404	0.7732515	55753292	0.002449629	13841201	3065109	13936867	174	14027144	10720879	0.0024438326	14096872	50.123962	0.0036989974	0.95434624	875	0.15026778	50.172195
GTEX-S341-1626-SM-3K2B8	0	B1	2 aliquots,  ~9x8mm	6.8	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-22845	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.4514486	46254	0.97339344	1405	0.46600288	0.87788457	0.25545087	22004	0.7323532	0.75205594	76	19.67865	0.003688723	151	24148359	27658590	0.02637271	406804	59352832	21164422	0.6543654	132493	12276873	112305	0.059771102	0	0.09550884	0.3412787	0.40909675	20255858	0.007831209	5587578	1920374	5792739	125	6078669	4527210	0.005695277	6035316	49.82106	0.006853995	0.48055714	733	0.26764676	50.901386
GTEX-S341-1726-SM-2XU8C	0	B1	6 pieces, ~ 7.5x2.5mm.  Squamous epithelium is 2-3% of thickness	6.1	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-22843	RNA isolation_Trizol Manual (Cell Pellet)	03/02/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-1726-SM-3K2AK	0	B1	6 pieces, ~ 7.5x2.5mm.  Squamous epithelium is 2-3% of thickness	6.1	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-22843	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.49451253	54326	0.969899	1433	0.5184116	0.87060183	0.25085205	21517	0.72890985	0.75214165	76	17.574799	0.0038902764	154	21880784	25449342	0.029954212	371029	49091000	18136170	0.6770967	129807	11154011	119530	0.0654397	0	0.09929714	0.3778753	0.45133007	18550277	0.008061256	4944212	2993842	5104999	127	5531354	4265984	0.0058796243	5505796	49.884216	0.007557984	0.5423106	727	0.27109012	50.8
GTEX-S341-1826-SM-2XU9V	0	B1	2 aliquots, ~ 8x5mm.  2.5x1mm focus of fibrous tissue in one, encircled. Minimal interstitial fat	7.8	Muscle	Muscle - Skeletal	0-3 hours	BP-22843	RNA isolation_Trizol Manual (Cell Pellet)	03/02/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-1826-SM-3K2AB	0	B1	2 aliquots, ~ 8x5mm.  2.5x1mm focus of fibrous tissue in one, encircled. Minimal interstitial fat	7.8	Muscle	Muscle - Skeletal	0-3 hours	BP-22843	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.7600437	40583	0.9799689	1259	0.77996445	0.92026526	0.3002896	20834	0.71269995	0.7446076	76	34.37167	0.0037675903	162	34211994	42478940	0.019849718	865575	54462660	18456148	0.63985634	126629	19073706	119866	0.068732515	0	0.059703678	0.5558806	0.7177742	30274738	0.0079083415	8673522	2147025	9062644	125	9352977	8536372	0.005785087	9309446	49.88337	0.015893	0.7998853	763	0.28730005	51.096973
GTEX-S341-1926-SM-2XU91	0	B1	2 aliquots,  ~ 4.5mm d.  Good clean specimens	6.9	Nerve	Nerve - Tibial	4-7 hours	BP-22843	RNA isolation_Trizol Manual (Cell Pellet)	03/02/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S341-1926-SM-3K2BA	0	B1	2 aliquots,  ~ 4.5mm d.  Good clean specimens	6.9	Nerve	Nerve - Tibial	4-7 hours	BP-22843	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.7630078	76098	0.96525115	852	0.78583336	0.82855487	0.26707795	24899	0.7733917	0.77586174	76	38.3877	0.003650057	166	62363799	54597529	0.034536254	753272	69477230	23699904	0.6111128	143025	24322040	58953	0.031116035	0	0.13669635	0.60775703	0.65110606	42225276	0.007880112	10981602	3088327	11298693	131	11789669	7938003	0.0057036504	11816691	50.057236	0.010841998	0.80865896	820	0.2266083	50.711594
GTEX-S341-2026-SM-2XCAA	0	B1	2 aliquots,  ~2mm d.  Good clean specimens	7.1	Blood Vessel	Artery - Tibial	4-7 hours	BP-22843	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-1559	09/11/2012	TrueSeq.v1	0.5932452	34786	0.9795937	1486	0.61964124	0.9015997	0.28970206	21261	0.72344816	0.7135114	76	17.728645	0.0024698763	172	19462991	24988341	0.020096093	129127	40327108	3893752	0.6637096	131371	11642616	139210	0.0771388	0	0.077993974	0.4482783	0.5586684	18077768	0.007887528	4947341	1019766	5103984	142	5472452	4962681	0.0050633093	5473724	50.005814	0.0032019902	0.64603734	706	0.2765519	50.779217
GTEX-S341-2026-SM-2XU8A	0	B1	2 aliquots,  ~2mm d.  Good clean specimens	7.1	Blood Vessel	Artery - Tibial	4-7 hours	BP-22843	RNA isolation_Trizol Manual (Cell Pellet)	03/02/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S3XE-0003-SM-2VCTV		B1			Blood	Whole Blood	0-(-3) hours	BP-21967	DNA isolation_Whole Blood _QIAGEN Puregene (Autopure)	01/31/2012	GTEx_5M_batch6_Apr12	05/02/2012	Illumina OMNI SNP Array																																													
GTEX-S3XE-0003-SM-2XK2I		B1			Blood	Whole Blood	0-(-3) hours	BP-21967	DNA isolation_Whole Blood _QIAGEN Puregene (Autopure)	01/31/2012	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-S3XE-0006-SM-2XU9B		B1		8.7	Blood	Whole Blood	0-(-3) hours	BP-22035	RNA isolation_Trizol Manual (Cell Pellet)	02/01/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S3XE-0006-SM-3K2AA		B1		8.7	Blood	Whole Blood	0-(-3) hours	BP-22035	RNA isolation_PAXgene Blood RNA (Manual)	02/01/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.73379755	32808	0.9587304	1100	0.75631964	0.88243806	0.29064044	19461	0.56974083	0.72579616	76	31.444168	0.0037145584	144	17200041	40729924	0.04113818	1469104	53852792	19475874	0.6374344	116895	18051654	82631	0.053440996	0	0.07629231	0.43090618	0.66740525	23205499	0.007988321	8362031	9510900	8745683	138	9038408	8930093	0.0057878066	9137932	50.273773	0.027279997	0.7788417	804	0.4302592	51.121284
GTEX-S3XE-0008-SM-3NM8O		B1		9.1	Skin	Cells - Transformed fibroblasts	0-3 hours	BP-25393	RNA isolation_Trizol Manual (Cell Pellet)	05/16/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9159509	142318	0.97400653	624	0.92662334	0.88725114	0.31571355	24245	0.73095137	0.7123382	76	91.01592	0.0033924568	406	83177990	104671622	0.025690181	1175238	112960274	19928128	0.5688143	138859	50303372	50843	0.028093982	0	0.08675544	0.67731655	0.8221476	76509863	0.0030800593	22333163	4224938	22445788	338	22832608	22312310	0.003238057	22975189	50.15563	0.0104039945	0.93729573	894	0.26904866	50.125755
GTEX-S3XE-0126-SM-4AD4R	1	B1	2 pieces 18x5 & 12x9 mm; cortex; ~20% adipose	8.9	Adrenal Gland	Adrenal Gland	0-3 hours	BP-22845	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.95411617	123122	0.98165315	746	0.9598636	0.90572935	0.28160405	25033	0.707065	0.7518089	76	79.31875	0.0022453703	399	63638645	92135799	0.018085206	1711473	95988436	5839522	0.6005957	144189	45024998	55555	0.033584435	0	0.07592387	0.67868596	0.8693766	65145998	0.0022823357	19596968	4145643	19827773	345	19896331	16549886	0.0022637423	19999502	50.129303	0.017829992	0.9656109	886	0.29293498	50.292717
GTEX-S3XE-0226-SM-4AD6I	1	B1	2 pieces 5x4 & 3x2 mm; larger with focally calcified plaque & 50% occlusion & 10% adipose	8.1	Blood Vessel	Artery - Coronary	0-3 hours	BP-22845	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9528874	71987	0.9794669	829	0.95881855	0.8898748	0.29535404	23640	0.7948742	0.7366605	76	47.086357	0.0021189202	189	61908621	56890828	0.02024003	499891	59334300	3622428	0.57888514	139984	27762229	61313	0.03379799	0	0.08959207	0.76214015	0.8532285	45221052	0.002161885	11791426	2022628	11897696	163	11947974	10938513	0.0021402696	12037785	50.187218	0.008424992	0.9647497	846	0.2051258	50.2243
GTEX-S3XE-0326-SM-4AD6L	1	B1	6 pieces up to 10x2 mm; mild linear medial calcification; minimal  adipose	7	Blood Vessel	Artery - Aorta	0-3 hours	BP-22845	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94782394	85126	0.9826598	867	0.95531553	0.9057665	0.2968617	23689	0.76764125	0.7723146	76	57.670033	0.0021637564	235	64474632	68754104	0.017073527	397130	71970050	4825258	0.6082881	139860	33506142	73411	0.040645964	0	0.076893285	0.7333396	0.8652928	52778486	0.0022575061	14411271	2240606	14531837	209	14627160	12906195	0.0022102636	14772817	50.247715	0.00551799	0.96280706	828	0.23235875	50.208282
GTEX-S3XE-0426-SM-2XUAK	1	B1	2 pieces 10x9 & 8x8 mm; minimal adipose	8.8	Heart	Heart - Left Ventricle	0-3 hours	BP-22845	RNA isolation_Trizol Manual (Cell Pellet)	03/02/2012	GTEx_AffyBatch8_May12	05/23/2012	Affymetrix Expression																																													
GTEX-S3XE-0426-SM-3K2AC	1	B1	2 pieces 10x9 & 8x8 mm; minimal adipose	8.8	Heart	Heart - Left Ventricle	0-3 hours	BP-22845	RNA isolation_PAXgene Tissue miRNA	03/02/2012	LCSET-2147	09/27/2012	TrueSeq.v1	0.7944745	37557	0.9858277	1112	0.81012535	0.9330808	0.2804158	21032	0.5413814	0.7422461	76	34.41718	0.003614928	136	21721994	58524569	0.0139840925	2258554	72241378	22332404	0.61489606	129874	26593069	87991	0.055976626	0	0.05274686	0.43858677	0.7559124	31684111	0.007721501	12265784	3274999	13062326	132	13205959	8596249	0.0056285462	13096181	49.791313	0.031263996	0.82577616	784	0.45861864	51.572445
GTEX-S3XE-0526-SM-4AD4G	0	B1	2 pieces ~9mm square; scattered adipose cells throughout, <10%	7.1	Pancreas	Pancreas	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.8957995	100834	0.98070747	892	0.90292716	0.89317447	0.29002264	23832	0.47051924	0.7132397	76	46.5412	0.0026645006	242	24421715	85932108	0.019192733	792580	95170590	6517976	0.5900183	139281	41640692	63488	0.038660616	0	0.08753292	0.4248446	0.80647147	40432712	0.002750907	19091812	6368442	19466605	196	19514645	25110712	0.0027073629	19656207	50.1807	0.008327993	0.91005474	853	0.5294807	50.486004
GTEX-S3XE-0626-SM-4AD6B	1	B1	2 pieces 11x7 & 8x8; no congestion	6.2	Spleen	Spleen	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.93718964	110390	0.97465223	795	0.9441982	0.87041575	0.27116695	25585	0.76625323	0.848475	76	63.36596	0.0024093862	253	69021805	73778570	0.024933148	691216	78138858	5140370	0.6794801	143644	35792116	57265	0.032253124	0	0.104236506	0.72349495	0.821845	56533068	0.0024559784	15591455	3332623	15760994	229	15862099	11560772	0.0024325096	15958829	50.15199	0.008845996	0.95120686	849	0.23374677	50.27038
GTEX-S3XE-0826-SM-4AD4U	1	B1	6 pieces up to 10x4.4 mm;	8.6	Esophagus	Esophagus - Muscularis	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9481267	106819	0.9803651	773	0.95499516	0.893984	0.29011178	24631	0.7905878	0.7565025	76	58.60798	0.0021670365	230	73501704	69154054	0.0193725	668444	72412992	4597872	0.5849979	143994	33720525	55319	0.030245125	0	0.08638108	0.7550075	0.8537504	54672351	0.0022582815	14629015	2773827	14759791	204	14849422	13201152	0.0022123307	14962794	50.190144	0.009230996	0.9618635	860	0.2094122	50.222492
GTEX-S3XE-0926-SM-4AD4S	1	B1	6 pieces up to 8x3.2 mm;	9.2	Esophagus	Esophagus - Mucosa	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.94797474	115087	0.98357016	775	0.95405215	0.89616036	0.30755872	24747	0.737511	0.7135032	76	55.221436	0.002250162	205	55185903	69154552	0.016239624	643667	72485090	4849022	0.60394084	144079	33741816	57804	0.03448955	0	0.08740975	0.7036239	0.8549837	51002239	0.0022832206	14865890	3215607	15049318	194	15111303	14176422	0.0022665858	15184751	50.12122	0.008879992	0.9601295	853	0.26248905	50.30658
GTEX-S3XE-1026-SM-4AD4O	1	B1	7 pieces up to 9x3 mm; chronic gastritis; oxyntic mucosa	7.4	Stomach	Stomach	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9317365	71191	0.98073226	825	0.9387728	0.8903032	0.32724255	24245	0.6117318	0.7650411	76	41.836174	0.0025336596	177	29552792	63232115	0.018496804	934970	67356146	4339158	0.59716654	142086	30674630	57368	0.03553448	0	0.09042903	0.57427716	0.8357924	38681094	0.0026223774	14026404	12694288	14212147	161	14378791	13908996	0.002577686	14281701	49.83062	0.01388099	0.945809	841	0.3882682	50.32888
GTEX-S3XE-1126-SM-4AD4N	1	B1	6 pieces up to 11x4 mm; each has well preserved mucosa and all layers intact	8.4	Colon	Colon - Transverse	0-3 hours	BP-22873	RNA isolation_PAXgene Tissue miRNA	03/05/2012	LCSET-3098	05/14/2013	TrueSeq.v1	0.9466597	89561	0.9787925	802	0.95324665	0.88288796	0.32379493	25253	0.7953482	0.73328066	76	52.76085	0.0022253946	208	71706623	65554973	0.020827496	720574	68770212	4162304	0.587879	146537	31928984	61032	0.035713658	0	0.09590457	0.7581631	0.84161	52139034	0.0022894985	13753399	2621224	13965678	186	14040493	11930135	0.002257225	14064333	50.04241	0.010477996	0.9598337	839	0.20465174	50.38291
